152076 silly lifecycle babel-plugin-transform-regenerator@6.21.0~preinstall: no script for preinstall, continuing
155987 verbose linkBins ordered-read-streams@0.1.0
155988 verbose linkMans ordered-read-streams@0.1.0
155989 silly build os-browserify@0.2.1
155990 info linkStuff os-browserify@0.2.1
155991 silly linkStuff os-browserify@0.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
155992 verbose linkBins os-browserify@0.2.1
155993 verbose linkMans os-browserify@0.2.1
155994 silly build os-homedir@1.0.2
155995 info linkStuff os-homedir@1.0.2
155996 silly linkStuff os-homedir@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
155997 verbose linkBins os-homedir@1.0.2
155998 verbose linkMans os-homedir@1.0.2
155999 silly build user-home@2.0.0
156000 info linkStuff user-home@2.0.0
156001 silly linkStuff user-home@2.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eslint\node_modules as its parent node_modules
156002 verbose linkBins user-home@2.0.0
156003 verbose linkMans user-home@2.0.0
156004 silly build expand-tilde@1.2.2
156005 info linkStuff expand-tilde@1.2.2
156006 silly linkStuff expand-tilde@1.2.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156007 verbose linkBins expand-tilde@1.2.2
156008 verbose linkMans expand-tilde@1.2.2
156009 silly build os-locale@1.4.0
156010 info linkStuff os-locale@1.4.0
156011 silly linkStuff os-locale@1.4.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156012 verbose linkBins os-locale@1.4.0
156013 verbose linkMans os-locale@1.4.0
156014 silly build os-tmpdir@1.0.2
156015 info linkStuff os-tmpdir@1.0.2
156016 silly linkStuff os-tmpdir@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156017 verbose linkBins os-tmpdir@1.0.2
156018 verbose linkMans os-tmpdir@1.0.2
156019 silly build home-or-tmp@2.0.0
156020 info linkStuff home-or-tmp@2.0.0
156021 silly linkStuff home-or-tmp@2.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156022 verbose linkBins home-or-tmp@2.0.0
156023 verbose linkMans home-or-tmp@2.0.0
156024 silly build osenv@0.1.4
156025 info linkStuff osenv@0.1.4
156026 silly linkStuff osenv@0.1.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156027 verbose linkBins osenv@0.1.4
156028 verbose linkMans osenv@0.1.4
156029 silly build pako@0.2.9
156030 info linkStuff pako@0.2.9
156031 silly linkStuff pako@0.2.9 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156032 verbose linkBins pako@0.2.9
156033 verbose linkMans pako@0.2.9
156034 silly build browserify-zlib@0.1.4
156035 info linkStuff browserify-zlib@0.1.4
156036 silly linkStuff browserify-zlib@0.1.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156037 verbose linkBins browserify-zlib@0.1.4
156038 verbose linkMans browserify-zlib@0.1.4
156039 silly build parse-glob@3.0.4
156040 info linkStuff parse-glob@3.0.4
156041 silly linkStuff parse-glob@3.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156042 verbose linkBins parse-glob@3.0.4
156043 verbose linkMans parse-glob@3.0.4
156044 silly build parse-json@2.2.0
156045 info linkStuff parse-json@2.2.0
156046 silly linkStuff parse-json@2.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156047 verbose linkBins parse-json@2.2.0
156048 verbose linkMans parse-json@2.2.0
156049 silly build parse-passwd@1.0.0
156050 info linkStuff parse-passwd@1.0.0
156051 silly linkStuff parse-passwd@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156052 verbose linkBins parse-passwd@1.0.0
156053 verbose linkMans parse-passwd@1.0.0
156054 silly build homedir-polyfill@1.0.1
156055 info linkStuff homedir-polyfill@1.0.1
156056 silly linkStuff homedir-polyfill@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156057 verbose linkBins homedir-polyfill@1.0.1
156058 verbose linkMans homedir-polyfill@1.0.1
156059 silly build parsejson@0.0.3
156060 info linkStuff parsejson@0.0.3
156061 silly linkStuff parsejson@0.0.3 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156062 verbose linkBins parsejson@0.0.3
156063 verbose linkMans parsejson@0.0.3
156064 silly build parseqs@0.0.5
156065 info linkStuff parseqs@0.0.5
156066 silly linkStuff parseqs@0.0.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156067 verbose linkBins parseqs@0.0.5
156068 verbose linkMans parseqs@0.0.5
156069 silly build parseuri@0.0.5
156070 info linkStuff parseuri@0.0.5
156071 silly linkStuff parseuri@0.0.5 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156072 verbose linkBins parseuri@0.0.5
156073 verbose linkMans parseuri@0.0.5
156074 silly build parseurl@1.3.1
156075 info linkStuff parseurl@1.3.1
156076 silly linkStuff parseurl@1.3.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156077 verbose linkBins parseurl@1.3.1
156078 verbose linkMans parseurl@1.3.1
156079 silly build path-array@1.0.1
156080 info linkStuff path-array@1.0.1
156081 silly linkStuff path-array@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156082 verbose linkBins path-array@1.0.1
156083 verbose linkMans path-array@1.0.1
156084 silly build path-browserify@0.0.0
156085 info linkStuff path-browserify@0.0.0
156086 silly linkStuff path-browserify@0.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156087 verbose linkBins path-browserify@0.0.0
156088 verbose linkMans path-browserify@0.0.0
156089 silly build path-dirname@1.0.2
156090 info linkStuff path-dirname@1.0.2
156091 silly linkStuff path-dirname@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156092 verbose linkBins path-dirname@1.0.2
156093 verbose linkMans path-dirname@1.0.2
156094 silly build glob-parent@3.1.0
156095 info linkStuff glob-parent@3.1.0
156096 silly linkStuff glob-parent@3.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\gulp-useref\node_modules as its parent node_modules
156097 verbose linkBins glob-parent@3.1.0
156098 verbose linkMans glob-parent@3.1.0
156099 silly build path-exists@1.0.0
156100 info linkStuff path-exists@1.0.0
156101 silly linkStuff path-exists@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156102 verbose linkBins path-exists@1.0.0
156103 verbose linkMans path-exists@1.0.0
156104 silly build path-is-absolute@1.0.1
156105 info linkStuff path-is-absolute@1.0.1
156106 silly linkStuff path-is-absolute@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156107 verbose linkBins path-is-absolute@1.0.1
156108 verbose linkMans path-is-absolute@1.0.1
156109 silly build path-is-inside@1.0.2
156110 info linkStuff path-is-inside@1.0.2
156111 silly linkStuff path-is-inside@1.0.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156112 verbose linkBins path-is-inside@1.0.2
156113 verbose linkMans path-is-inside@1.0.2
156114 silly build is-path-inside@1.0.0
156115 info linkStuff is-path-inside@1.0.0
156116 silly linkStuff is-path-inside@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156117 verbose linkBins is-path-inside@1.0.0
156118 verbose linkMans is-path-inside@1.0.0
156119 silly build is-path-in-cwd@1.0.0
156120 info linkStuff is-path-in-cwd@1.0.0
156121 silly linkStuff is-path-in-cwd@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156122 verbose linkBins is-path-in-cwd@1.0.0
156123 verbose linkMans is-path-in-cwd@1.0.0
156124 silly build path-root-regex@0.1.2
156125 info linkStuff path-root-regex@0.1.2
156126 silly linkStuff path-root-regex@0.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156127 verbose linkBins path-root-regex@0.1.2
156128 verbose linkMans path-root-regex@0.1.2
156129 silly build path-root@0.1.1
156130 info linkStuff path-root@0.1.1
156131 silly linkStuff path-root@0.1.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156132 verbose linkBins path-root@0.1.1
156133 verbose linkMans path-root@0.1.1
156134 silly build pbkdf2-compat@2.0.1
156135 info linkStuff pbkdf2-compat@2.0.1
156136 silly linkStuff pbkdf2-compat@2.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156137 verbose linkBins pbkdf2-compat@2.0.1
156138 verbose linkMans pbkdf2-compat@2.0.1
156139 silly build pend@1.2.0
156140 info linkStuff pend@1.2.0
156141 silly linkStuff pend@1.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156142 verbose linkBins pend@1.2.0
156143 verbose linkMans pend@1.2.0
156144 silly build fd-slicer@1.0.1
156145 info linkStuff fd-slicer@1.0.1
156146 silly linkStuff fd-slicer@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156147 verbose linkBins fd-slicer@1.0.1
156148 verbose linkMans fd-slicer@1.0.1
156149 silly build lodash@4.17.2
156150 info linkStuff lodash@4.17.2
156151 silly linkStuff lodash@4.17.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\phantomjs\node_modules as its parent node_modules
156152 verbose linkBins lodash@4.17.2
156153 verbose linkMans lodash@4.17.2
156154 silly build async@2.1.4
156155 info linkStuff async@2.1.4
156156 silly linkStuff async@2.1.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\phantomjs\node_modules as its parent node_modules
156157 verbose linkBins async@2.1.4
156158 verbose linkMans async@2.1.4
156159 silly build form-data@1.0.1
156160 info linkStuff form-data@1.0.1
156161 silly linkStuff form-data@1.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\phantomjs\node_modules as its parent node_modules
156162 verbose linkBins form-data@1.0.1
156163 verbose linkMans form-data@1.0.1
156164 silly build qs@5.2.1
156165 info linkStuff qs@5.2.1
156166 silly linkStuff qs@5.2.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\phantomjs\node_modules as its parent node_modules
156167 verbose linkBins qs@5.2.1
156168 verbose linkMans qs@5.2.1
156169 silly build tough-cookie@2.2.2
156170 info linkStuff tough-cookie@2.2.2
156171 silly linkStuff tough-cookie@2.2.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\phantomjs\node_modules as its parent node_modules
156172 verbose linkBins tough-cookie@2.2.2
156173 verbose linkMans tough-cookie@2.2.2
156174 silly build pify@2.3.0
156175 info linkStuff pify@2.3.0
156176 silly linkStuff pify@2.3.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156177 verbose linkBins pify@2.3.0
156178 verbose linkMans pify@2.3.0
156179 silly build pinkie@2.0.4
156180 info linkStuff pinkie@2.0.4
156181 silly linkStuff pinkie@2.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156182 verbose linkBins pinkie@2.0.4
156183 verbose linkMans pinkie@2.0.4
156184 silly build pinkie-promise@2.0.1
156185 info linkStuff pinkie-promise@2.0.1
156186 silly linkStuff pinkie-promise@2.0.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156187 verbose linkBins pinkie-promise@2.0.1
156188 verbose linkMans pinkie-promise@2.0.1
156189 silly build path-exists@2.1.0
156190 info linkStuff path-exists@2.1.0
156191 silly linkStuff path-exists@2.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\find-up\node_modules as its parent node_modules
156192 verbose linkBins path-exists@2.1.0
156193 verbose linkMans path-exists@2.1.0
156194 silly build find-up@1.1.2
156195 info linkStuff find-up@1.1.2
156196 silly linkStuff find-up@1.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156197 verbose linkBins find-up@1.1.2
156198 verbose linkMans find-up@1.1.2
156199 silly build hasha@2.2.0
156200 info linkStuff hasha@2.2.0
156201 silly linkStuff hasha@2.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156202 verbose linkBins hasha@2.2.0
156203 verbose linkMans hasha@2.2.0
156204 silly build load-json-file@1.1.0
156205 info linkStuff load-json-file@1.1.0
156206 silly linkStuff load-json-file@1.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156207 verbose linkBins load-json-file@1.1.0
156208 verbose linkMans load-json-file@1.1.0
156209 silly build path-type@1.1.0
156210 info linkStuff path-type@1.1.0
156211 silly linkStuff path-type@1.1.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156212 verbose linkBins path-type@1.1.0
156213 verbose linkMans path-type@1.1.0
156214 silly build pkg-dir@1.0.0
156215 info linkStuff pkg-dir@1.0.0
156216 silly linkStuff pkg-dir@1.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156217 verbose linkBins pkg-dir@1.0.0
156218 verbose linkMans pkg-dir@1.0.0
156219 silly build find-cache-dir@0.1.1
156220 info linkStuff find-cache-dir@0.1.1
156221 silly linkStuff find-cache-dir@0.1.1 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156222 verbose linkBins find-cache-dir@0.1.1
156223 verbose linkMans find-cache-dir@0.1.1
156224 silly build portscanner@1.2.0
156225 info linkStuff portscanner@1.2.0
156226 silly linkStuff portscanner@1.2.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156227 verbose linkBins portscanner@1.2.0
156228 verbose linkMans portscanner@1.2.0
156229 silly build postcss-message-helpers@2.0.0
156230 info linkStuff postcss-message-helpers@2.0.0
156231 silly linkStuff postcss-message-helpers@2.0.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156232 verbose linkBins postcss-message-helpers@2.0.0
156233 verbose linkMans postcss-message-helpers@2.0.0
156234 silly build postcss-value-parser@3.3.0
156235 info linkStuff postcss-value-parser@3.3.0
156236 silly linkStuff postcss-value-parser@3.3.0 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156237 verbose linkBins postcss-value-parser@3.3.0
156238 verbose linkMans postcss-value-parser@3.3.0
156239 silly build supports-color@3.1.2
156240 info linkStuff supports-color@3.1.2
156241 silly linkStuff supports-color@3.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules\postcss\node_modules as its parent node_modules
156242 verbose linkBins supports-color@3.1.2
156243 verbose linkMans supports-color@3.1.2
156244 silly build prelude-ls@1.1.2
156245 info linkStuff prelude-ls@1.1.2
156246 silly linkStuff prelude-ls@1.1.2 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
156247 verbose linkBins prelude-ls@1.1.2
156248 verbose linkMans prelude-ls@1.1.2
156249 silly build prepend-http@1.0.4
156250 info linkStuff prepend-http@1.0.4
156251 silly linkStuff prepend-http@1.0.4 has C:\Users\doomster\Projetos\courseMEAN\client\node_modules as its parent node_modules
